time,elapsed_seconds,message
14:07:35,2.59e-05,linear algebra multiplication to compute ugrade complete
14:07:35,1.67e-05,commencing check of parameter bounds and gradients
14:07:35,2.49e-05,commencing calculation of upgrade vector
14:07:35,0.0015055,forming JtQJ matrix
14:07:35,3.29e-05,commencing to scale JtQJ matrix- first SVD...
14:07:35,9.2e-06,starting REDSVD
14:07:35,1.59e-05,retrieving REDSVD components
14:07:35,1.08e-05,triming REDSVD components to 3elements
14:07:35,8.6e-06,done REDSVD
14:07:35,1.34e-05,S info: rows = 3: cols = 3: size = 9: nonzeros = 3
14:07:35,7.2e-06,JS
14:07:35,1.13e-05,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
14:07:35,1.83e-05,S info: rows = 3: cols = 3: size = 9: nonzeros = 3
14:07:35,7.6e-06,commencing SVD factorization of lambda-scaled JtQJ
14:07:35,6.9e-06,starting REDSVD
14:07:35,4.58e-05,retrieving REDSVD components
14:07:35,1.46e-05,triming REDSVD components to 3elements
14:07:35,8.7e-06,done REDSVD
14:07:35,7.3e-06,SVD factorization complete
14:07:35,8.21e-05,commencing linear algebra multiplication to compute ugrade
14:07:35,9.6e-06,S info: rows = 3: cols = 3: size = 9: nonzeros = 3Vt info: rows = 3: cols = 3: size = 9: nonzeros = 9
14:07:35,1.53e-05,U info: rows = 3: cols = 3: size = 9: nonzeros = 9
14:07:35,9.3e-06,jac info: rows = 26: cols = 3: size = 78: nonzeros = 78
14:07:35,2.48e-05,linear algebra multiplication to compute ugrade complete
14:07:35,1.45e-05,commencing check of parameter bounds
14:07:35,8.6e-06,limiting out of bounds pars
14:07:35,3.15e-05,change limit/bound enforement for lambda 0.1: upper change limit,HK1, scaling factor: 0.662532
14:07:35,9e-06,checking for denormal floating point values
14:07:35,8.3e-06,transforming upgrade pars to model pars
14:07:35,1.11e-05,writing upgrade vector to csv file
14:07:35,0.0003053,beginning upgrade vector calculations, lambda = 1
14:07:35,0.0001665,commencing calculation of upgrade vector
14:07:35,0.0010888,forming JtQJ matrix
14:07:35,2.22e-05,commencing to scale JtQJ matrix- first SVD...
14:07:35,9e-06,starting REDSVD
14:07:35,1.68e-05,retrieving REDSVD components
14:07:35,2.31e-05,triming REDSVD components to 3elements
14:07:35,9e-06,done REDSVD
14:07:35,1.61e-05,S info: rows = 3: cols = 3: size = 9: nonzeros = 3
14:07:35,7.5e-06,JS
14:07:35,9.7e-06,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
14:07:35,1.77e-05,S info: rows = 3: cols = 3: size = 9: nonzeros = 3
14:07:35,7.6e-06,commencing SVD factorization of lambda-scaled JtQJ
14:07:35,6.8e-06,starting REDSVD
14:07:35,1.37e-05,retrieving REDSVD components
14:07:35,1.09e-05,triming REDSVD components to 3elements
14:07:35,8.1e-06,done REDSVD
14:07:35,7e-06,SVD factorization complete
14:07:35,8.58e-05,commencing linear algebra multiplication to compute ugrade
14:07:35,9.5e-06,S info: rows = 3: cols = 3: size = 9: nonzeros = 3Vt info: rows = 3: cols = 3: size = 9: nonzeros = 9
14:07:35,9e-06,U info: rows = 3: cols = 3: size = 9: nonzeros = 9
14:07:35,9e-06,jac info: rows = 26: cols = 3: size = 78: nonzeros = 78
14:07:35,2.42e-05,linear algebra multiplication to compute ugrade complete
14:07:35,1.45e-05,commencing check of parameter bounds and gradients
14:07:35,9.5e-06,commencing calculation of upgrade vector
14:07:35,0.0010191,forming JtQJ matrix
14:07:35,2.93e-05,commencing to scale JtQJ matrix- first SVD...
14:07:35,8.7e-06,starting REDSVD
14:07:35,1.51e-05,retrieving REDSVD components
14:07:35,1.03e-05,triming REDSVD components to 3elements
14:07:35,1.26e-05,done REDSVD
14:07:35,1.29e-05,S info: rows = 3: cols = 3: size = 9: nonzeros = 3
14:07:35,7.1e-06,JS
14:07:35,9.6e-06,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
14:07:35,1.75e-05,S info: rows = 3: cols = 3: size = 9: nonzeros = 3
14:07:35,7.5e-06,commencing SVD factorization of lambda-scaled JtQJ
14:07:35,6.9e-06,starting REDSVD
14:07:35,1.35e-05,retrieving REDSVD components
14:07:35,9.4e-06,triming REDSVD components to 3elements
14:07:35,7.8e-06,done REDSVD
14:07:35,7.1e-06,SVD factorization complete
14:07:35,8.11e-05,commencing linear algebra multiplication to compute ugrade
14:07:35,1.94e-05,S info: rows = 3: cols = 3: size = 9: nonzeros = 3Vt info: rows = 3: cols = 3: size = 9: nonzeros = 9
14:07:35,9e-06,U info: rows = 3: cols = 3: size = 9: nonzeros = 9
14:07:35,9.1e-06,jac info: rows = 26: cols = 3: size = 78: nonzeros = 78
14:07:35,2.31e-05,linear algebra multiplication to compute ugrade complete
14:07:35,1.37e-05,commencing check of parameter bounds
14:07:35,8.1e-06,limiting out of bounds pars
14:07:35,1.37e-05,change limit/bound enforement for lambda 1: ,, scaling factor: 1
14:07:35,7.4e-06,checking for denormal floating point values
14:07:35,1.07e-05,transforming upgrade pars to model pars
14:07:35,8e-06,writing upgrade vector to csv file
14:07:35,0.000246,beginning upgrade vector calculations, lambda = 10
14:07:35,0.0001593,commencing calculation of upgrade vector
14:07:35,0.0010484,forming JtQJ matrix
14:07:35,2.33e-05,commencing to scale JtQJ matrix- first SVD...
14:07:35,9e-06,starting REDSVD
14:07:35,1.54e-05,retrieving REDSVD components
14:07:35,2.3e-05,triming REDSVD components to 3elements
14:07:35,8.9e-06,done REDSVD
14:07:35,1.34e-05,S info: rows = 3: cols = 3: size = 9: nonzeros = 3
14:07:35,9.5e-06,JS
14:07:35,1.01e-05,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
14:07:35,1.81e-05,S info: rows = 3: cols = 3: size = 9: nonzeros = 3
14:07:35,7.5e-06,commencing SVD factorization of lambda-scaled JtQJ
14:07:35,8.4e-06,starting REDSVD
14:07:35,1.39e-05,retrieving REDSVD components
14:07:35,9.5e-06,triming REDSVD components to 3elements
14:07:35,8.1e-06,done REDSVD
14:07:35,7e-06,SVD factorization complete
14:07:35,8.22e-05,commencing linear algebra multiplication to compute ugrade
14:07:35,9.5e-06,S info: rows = 3: cols = 3: size = 9: nonzeros = 3Vt info: rows = 3: cols = 3: size = 9: nonzeros = 9
14:07:35,9.2e-06,U info: rows = 3: cols = 3: size = 9: nonzeros = 9
14:07:35,8.9e-06,jac info: rows = 26: cols = 3: size = 78: nonzeros = 78
14:07:35,2.04e-05,linear algebra multiplication to compute ugrade complete
14:07:35,1.88e-05,commencing check of parameter bounds and gradients
14:07:35,9.6e-06,commencing calculation of upgrade vector
14:07:35,0.0010446,forming JtQJ matrix
14:07:35,3.06e-05,commencing to scale JtQJ matrix- first SVD...
14:07:35,9.1e-06,starting REDSVD
14:07:35,1.48e-05,retrieving REDSVD components
14:07:35,1.17e-05,triming REDSVD components to 3elements
14:07:35,8.5e-06,done REDSVD
14:07:35,1.59e-05,S info: rows = 3: cols = 3: size = 9: nonzeros = 3
14:07:35,7.5e-06,JS
14:07:35,9.6e-06,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
14:07:35,1.75e-05,S info: rows = 3: cols = 3: size = 9: nonzeros = 3
14:07:35,7.5e-06,commencing SVD factorization of lambda-scaled JtQJ
14:07:35,6.8e-06,starting REDSVD
14:07:35,1.34e-05,retrieving REDSVD components
14:07:35,9.4e-06,triming REDSVD components to 3elements
14:07:35,9.3e-06,done REDSVD
14:07:35,7.2e-06,SVD factorization complete
14:07:35,8.13e-05,commencing linear algebra multiplication to compute ugrade
14:07:35,9.3e-06,S info: rows = 3: cols = 3: size = 9: nonzeros = 3Vt info: rows = 3: cols = 3: size = 9: nonzeros = 9
14:07:35,9e-06,U info: rows = 3: cols = 3: size = 9: nonzeros = 9
14:07:35,9.2e-06,jac info: rows = 26: cols = 3: size = 78: nonzeros = 78
14:07:35,2.29e-05,linear algebra multiplication to compute ugrade complete
14:07:35,1.37e-05,commencing check of parameter bounds
14:07:35,8.1e-06,limiting out of bounds pars
14:07:35,1.41e-05,change limit/bound enforement for lambda 10: ,, scaling factor: 1
14:07:35,7.5e-06,checking for denormal floating point values
14:07:35,9.1e-06,transforming upgrade pars to model pars
14:07:35,7.6e-06,writing upgrade vector to csv file
14:07:35,0.0002728,beginning upgrade vector calculations, lambda = 100
14:07:35,0.0001375,commencing calculation of upgrade vector
14:07:35,0.0010589,forming JtQJ matrix
14:07:35,2.2e-05,commencing to scale JtQJ matrix- first SVD...
14:07:35,9e-06,starting REDSVD
14:07:35,1.55e-05,retrieving REDSVD components
14:07:35,2.33e-05,triming REDSVD components to 3elements
14:07:35,9.1e-06,done REDSVD
14:07:35,1.33e-05,S info: rows = 3: cols = 3: size = 9: nonzeros = 3
14:07:35,7.3e-06,JS
14:07:35,9.8e-06,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
14:07:35,1.92e-05,S info: rows = 3: cols = 3: size = 9: nonzeros = 3
14:07:35,7.8e-06,commencing SVD factorization of lambda-scaled JtQJ
14:07:35,7e-06,starting REDSVD
14:07:35,1.39e-05,retrieving REDSVD components
14:07:35,9.5e-06,triming REDSVD components to 3elements
14:07:35,8e-06,done REDSVD
14:07:35,7e-06,SVD factorization complete
14:07:35,8.24e-05,commencing linear algebra multiplication to compute ugrade
14:07:35,9.6e-06,S info: rows = 3: cols = 3: size = 9: nonzeros = 3Vt info: rows = 3: cols = 3: size = 9: nonzeros = 9
14:07:35,9.2e-06,U info: rows = 3: cols = 3: size = 9: nonzeros = 9
14:07:35,1.13e-05,jac info: rows = 26: cols = 3: size = 78: nonzeros = 78
14:07:35,2.41e-05,linear algebra multiplication to compute ugrade complete
14:07:35,1.46e-05,commencing check of parameter bounds and gradients
14:07:35,9.5e-06,commencing calculation of upgrade vector
14:07:35,0.001137,forming JtQJ matrix
14:07:35,3.64e-05,commencing to scale JtQJ matrix- first SVD...
14:07:35,9.4e-06,starting REDSVD
14:07:35,1.57e-05,retrieving REDSVD components
14:07:35,1.07e-05,triming REDSVD components to 3elements
14:07:35,8.5e-06,done REDSVD
14:07:35,1.31e-05,S info: rows = 3: cols = 3: size = 9: nonzeros = 3
14:07:35,7.4e-06,JS
14:07:35,1e-05,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
14:07:35,1.83e-05,S info: rows = 3: cols = 3: size = 9: nonzeros = 3
14:07:35,8e-06,commencing SVD factorization of lambda-scaled JtQJ
14:07:35,7.2e-06,starting REDSVD
14:07:35,1.55e-05,retrieving REDSVD components
14:07:35,9.7e-06,triming REDSVD components to 3elements
14:07:35,8.3e-06,done REDSVD
14:07:35,7.2e-06,SVD factorization complete
14:07:35,8.45e-05,commencing linear algebra multiplication to compute ugrade
14:07:35,9.6e-06,S info: rows = 3: cols = 3: size = 9: nonzeros = 3Vt info: rows = 3: cols = 3: size = 9: nonzeros = 9
14:07:35,9.1e-06,U info: rows = 3: cols = 3: size = 9: nonzeros = 9
14:07:35,9.2e-06,jac info: rows = 26: cols = 3: size = 78: nonzeros = 78
14:07:35,2.45e-05,linear algebra multiplication to compute ugrade complete
14:07:35,1.51e-05,commencing check of parameter bounds
14:07:35,8.4e-06,limiting out of bounds pars
14:07:35,1.59e-05,change limit/bound enforement for lambda 100: ,, scaling factor: 1
14:07:35,7.5e-06,checking for denormal floating point values
14:07:35,7.9e-06,transforming upgrade pars to model pars
14:07:35,7.6e-06,writing upgrade vector to csv file
14:07:35,0.0003541,beginning upgrade vector calculations, lambda = 1000
14:07:35,0.0001554,commencing calculation of upgrade vector
14:07:35,0.0011232,forming JtQJ matrix
14:07:35,2.35e-05,commencing to scale JtQJ matrix- first SVD...
14:07:35,9.1e-06,starting REDSVD
14:07:35,1.62e-05,retrieving REDSVD components
14:07:35,2.45e-05,triming REDSVD components to 3elements
14:07:35,9e-06,done REDSVD
14:07:35,1.41e-05,S info: rows = 3: cols = 3: size = 9: nonzeros = 3
14:07:35,8.9e-06,JS
14:07:35,9.9e-06,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
14:07:35,1.79e-05,S info: rows = 3: cols = 3: size = 9: nonzeros = 3
14:07:35,7.7e-06,commencing SVD factorization of lambda-scaled JtQJ
14:07:35,7.3e-06,starting REDSVD
14:07:35,1.38e-05,retrieving REDSVD components
14:07:35,9.6e-06,triming REDSVD components to 3elements
14:07:35,8e-06,done REDSVD
14:07:35,7.1e-06,SVD factorization complete
14:07:35,0.0001237,commencing linear algebra multiplication to compute ugrade
14:07:35,1.06e-05,S info: rows = 3: cols = 3: size = 9: nonzeros = 3Vt info: rows = 3: cols = 3: size = 9: nonzeros = 9
14:07:35,9.4e-06,U info: rows = 3: cols = 3: size = 9: nonzeros = 9
14:07:35,9.1e-06,jac info: rows = 26: cols = 3: size = 78: nonzeros = 78
14:07:35,2.25e-05,linear algebra multiplication to compute ugrade complete
14:07:35,1.43e-05,commencing check of parameter bounds and gradients
14:07:35,9.9e-06,commencing calculation of upgrade vector
14:07:35,0.0010858,forming JtQJ matrix
14:07:35,3.32e-05,commencing to scale JtQJ matrix- first SVD...
14:07:35,9e-06,starting REDSVD
14:07:35,1.55e-05,retrieving REDSVD components
14:07:35,1.09e-05,triming REDSVD components to 3elements
14:07:35,8.4e-06,done REDSVD
14:07:35,1.32e-05,S info: rows = 3: cols = 3: size = 9: nonzeros = 3
14:07:35,7.2e-06,JS
14:07:35,1e-05,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
14:07:35,1.91e-05,S info: rows = 3: cols = 3: size = 9: nonzeros = 3
14:07:35,7.8e-06,commencing SVD factorization of lambda-scaled JtQJ
14:07:35,7e-06,starting REDSVD
14:07:35,1.37e-05,retrieving REDSVD components
14:07:35,9.4e-06,triming REDSVD components to 3elements
14:07:35,8e-06,done REDSVD
14:07:35,3.9e-05,SVD factorization complete
14:07:35,8.67e-05,commencing linear algebra multiplication to compute ugrade
14:07:35,9.9e-06,S info: rows = 3: cols = 3: size = 9: nonzeros = 3Vt info: rows = 3: cols = 3: size = 9: nonzeros = 9
14:07:35,8.9e-06,U info: rows = 3: cols = 3: size = 9: nonzeros = 9
14:07:35,1.28e-05,jac info: rows = 26: cols = 3: size = 78: nonzeros = 78
14:07:35,2.39e-05,linear algebra multiplication to compute ugrade complete
14:07:35,1.59e-05,commencing check of parameter bounds
14:07:35,8.4e-06,limiting out of bounds pars
14:07:35,1.51e-05,change limit/bound enforement for lambda 1000: ,, scaling factor: 1
14:07:35,7.4e-06,checking for denormal floating point values
14:07:35,7.7e-06,transforming upgrade pars to model pars
14:07:35,7.8e-06,writing upgrade vector to csv file
14:07:35,0.0011324,LinearAnalysis::glm_iter_fosm
14:07:35,0.000937,starting FOSM uncertainty analyses for iteration 0
14:07:35,0.0072401,loading obscov
14:07:35,0.0003081,loading parcov
14:07:35,3e-05,setting predictions
14:07:35,2.01e-05,set_predictions
14:07:35,0.0002236,extracting prediction HEADWATER:732.0 from jacobian
14:07:35,0.0012934,extracting prediction TAILWATER:732.0 from jacobian
14:07:35,0.0014435,extracting prediction GAGE_1:732.0 from jacobian
14:07:35,0.0013777,extracting prediction TRGW_2_9_1:732.0 from jacobian
14:07:35,0.0012843,extracting prediction TRGW_0_9_1:732.0 from jacobian
14:07:35,0.0013467,parameter fosm calcs
14:07:35,1.93e-05,LinearAnalysis::calc_posterior
14:07:35,1.38e-05,LinearAnalysis::align
14:07:35,0.0015,LinearAnalysis::prior_prediction_variance()::invert obscov
14:07:35,5.08e-05,inverting diagonal matrix in place
14:07:35,0.0004925,LinearAnalysis::calc_posterior() form JtQJ
14:07:35,0.0002258,LinearAnalysis::calc_posterior() invert prior parcov
14:07:35,3.91e-05,LinearAnalysis::calc_posterior() form posterior parcov
14:07:35,1.69e-05,LinearAnalysis::calc_posterior() invert posterior parcov
14:07:35,8.5e-06,inverting non-diagonal matrix in place
14:07:35,0.0012945,forecast FOSM calcs
14:07:35,0.0006664,LinearAnalysis::prior_prediction_variance
14:07:35,5.16e-05,LinearAnalysis::prior_prediction_variance
14:07:45,10.4361,completed iteration 1
14:07:45,0.0216657,beginning iteration 2
14:07:45,0.0001928,commencing to build jacobian parameter sets
14:07:45,0.0030135,jacobian parameter sets built, commencing model runs
14:07:49,3.13927,jacobian runs complete, processing runs
14:07:49,0.0003718,processing jacobian runs complete
14:07:49,1.32e-05,saving jacobian and sen files
14:07:49,0.004667,commencing calculation of upgrade vector
14:07:49,0.0010569,forming JtQJ matrix
14:07:49,2.52e-05,commencing to scale JtQJ matrix- first SVD...
14:07:49,9.4e-06,starting REDSVD
14:07:49,1.86e-05,retrieving REDSVD components
14:07:49,2.33e-05,triming REDSVD components to 3elements
14:07:49,9.6e-06,done REDSVD
14:07:49,1.53e-05,S info: rows = 3: cols = 3: size = 9: nonzeros = 3
14:07:49,7.4e-06,JS
14:07:49,1.01e-05,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
14:07:49,2.17e-05,S info: rows = 3: cols = 3: size = 9: nonzeros = 3
14:07:49,8e-06,commencing SVD factorization of lambda-scaled JtQJ
14:07:49,7.1e-06,starting REDSVD
14:07:49,1.4e-05,retrieving REDSVD components
14:07:49,9.5e-06,triming REDSVD components to 3elements
14:07:49,8.2e-06,done REDSVD
14:07:49,7.2e-06,SVD factorization complete
14:07:49,8.43e-05,commencing linear algebra multiplication to compute ugrade
14:07:49,9.5e-06,S info: rows = 3: cols = 3: size = 9: nonzeros = 3Vt info: rows = 3: cols = 3: size = 9: nonzeros = 9
14:07:49,1.2e-05,U info: rows = 3: cols = 3: size = 9: nonzeros = 9
14:07:49,9.5e-06,jac info: rows = 26: cols = 3: size = 78: nonzeros = 78
14:07:49,2.72e-05,linear algebra multiplication to compute ugrade complete
14:07:49,1.83e-05,commencing check of parameter bounds and gradients
14:07:49,0.0018912,beginning upgrade vector calculations, lambda = 0.1
14:07:49,0.0019068,commencing calculation of upgrade vector
14:07:49,0.001674,forming JtQJ matrix
14:07:49,7.73e-05,commencing to scale JtQJ matrix- first SVD...
14:07:49,1.4e-05,starting REDSVD
14:07:49,1.91e-05,retrieving REDSVD components
14:07:49,1.1e-05,triming REDSVD components to 2elements
14:07:49,8.6e-06,done REDSVD
14:07:49,1.3e-05,S info: rows = 2: cols = 2: size = 4: nonzeros = 2
14:07:49,7e-06,JS
14:07:49,8.9e-06,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
14:07:49,2.15e-05,S info: rows = 2: cols = 2: size = 4: nonzeros = 2
14:07:49,7.8e-06,commencing SVD factorization of lambda-scaled JtQJ
14:07:49,7.1e-06,starting REDSVD
14:07:49,1.26e-05,retrieving REDSVD components
14:07:49,9.2e-06,triming REDSVD components to 2elements
14:07:49,7.6e-06,done REDSVD
14:07:49,7e-06,SVD factorization complete
14:07:49,8.09e-05,commencing linear algebra multiplication to compute ugrade
14:07:49,9.5e-06,S info: rows = 2: cols = 2: size = 4: nonzeros = 2Vt info: rows = 2: cols = 2: size = 4: nonzeros = 4
14:07:49,9.2e-06,U info: rows = 2: cols = 2: size = 4: nonzeros = 4
14:07:49,9.4e-06,jac info: rows = 26: cols = 2: size = 52: nonzeros = 52
14:07:49,2.51e-05,linear algebra multiplication to compute ugrade complete
14:07:49,1.53e-05,commencing check of parameter bounds and gradients
14:07:49,2.01e-05,commencing calculation of upgrade vector
14:07:49,0.0014245,forming JtQJ matrix
14:07:49,2.02e-05,commencing to scale JtQJ matrix- first SVD...
14:07:49,8.4e-06,starting REDSVD
14:07:49,1.4e-05,retrieving REDSVD components
14:07:49,1e-05,triming REDSVD components to 2elements
14:07:49,9.5e-06,done REDSVD
14:07:49,1.24e-05,S info: rows = 2: cols = 2: size = 4: nonzeros = 2
14:07:49,7.1e-06,JS
14:07:49,8.7e-06,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
14:07:49,2.16e-05,S info: rows = 2: cols = 2: size = 4: nonzeros = 2
14:07:49,7.7e-06,commencing SVD factorization of lambda-scaled JtQJ
14:07:49,7e-06,starting REDSVD
14:07:49,1.26e-05,retrieving REDSVD components
14:07:49,9.1e-06,triming REDSVD components to 2elements
14:07:49,7.5e-06,done REDSVD
14:07:49,7e-06,SVD factorization complete
14:07:49,7.7e-05,commencing linear algebra multiplication to compute ugrade
14:07:49,1.08e-05,S info: rows = 2: cols = 2: size = 4: nonzeros = 2Vt info: rows = 2: cols = 2: size = 4: nonzeros = 4
14:07:49,0.0003936,U info: rows = 2: cols = 2: size = 4: nonzeros = 4
14:07:49,1.74e-05,jac info: rows = 26: cols = 2: size = 52: nonzeros = 52
14:07:49,2.13e-05,linear algebra multiplication to compute ugrade complete
14:07:49,1.38e-05,commencing check of parameter bounds
14:07:49,9e-06,limiting out of bounds pars
14:07:49,1.54e-05,change limit/bound enforement for lambda 0.1: ,, scaling factor: 1
14:07:49,7.5e-06,checking for denormal floating point values
14:07:49,7.9e-06,transforming upgrade pars to model pars
14:07:49,1.45e-05,writing upgrade vector to csv file
14:07:49,0.0018268,beginning upgrade vector calculations, lambda = 1
14:07:49,0.0002117,commencing calculation of upgrade vector
14:07:49,0.0015513,forming JtQJ matrix
14:07:49,2.22e-05,commencing to scale JtQJ matrix- first SVD...
14:07:49,9.2e-06,starting REDSVD
14:07:49,1.65e-05,retrieving REDSVD components
14:07:49,1.73e-05,triming REDSVD components to 2elements
14:07:49,8.3e-06,done REDSVD
14:07:49,1.3e-05,S info: rows = 2: cols = 2: size = 4: nonzeros = 2
14:07:49,7.1e-06,JS
14:07:49,9.1e-06,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
14:07:49,1.96e-05,S info: rows = 2: cols = 2: size = 4: nonzeros = 2
14:07:49,7.8e-06,commencing SVD factorization of lambda-scaled JtQJ
14:07:49,6.9e-06,starting REDSVD
14:07:49,1.25e-05,retrieving REDSVD components
14:07:49,9.1e-06,triming REDSVD components to 2elements
14:07:49,7.5e-06,done REDSVD
14:07:49,1.03e-05,SVD factorization complete
14:07:49,8.02e-05,commencing linear algebra multiplication to compute ugrade
14:07:49,9.4e-06,S info: rows = 2: cols = 2: size = 4: nonzeros = 2Vt info: rows = 2: cols = 2: size = 4: nonzeros = 4
14:07:49,9.5e-06,U info: rows = 2: cols = 2: size = 4: nonzeros = 4
14:07:49,9e-06,jac info: rows = 26: cols = 2: size = 52: nonzeros = 52
14:07:49,5.8e-05,linear algebra multiplication to compute ugrade complete
14:07:49,1.86e-05,commencing check of parameter bounds and gradients
14:07:49,2.4e-05,commencing calculation of upgrade vector
14:07:49,0.001353,forming JtQJ matrix
14:07:49,1.87e-05,commencing to scale JtQJ matrix- first SVD...
14:07:49,8.6e-06,starting REDSVD
14:07:49,1.36e-05,retrieving REDSVD components
14:07:49,9.8e-06,triming REDSVD components to 2elements
14:07:49,8e-06,done REDSVD
14:07:49,1.21e-05,S info: rows = 2: cols = 2: size = 4: nonzeros = 2
14:07:49,7e-06,JS
14:07:49,8.6e-06,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
14:07:49,2.12e-05,S info: rows = 2: cols = 2: size = 4: nonzeros = 2
14:07:49,9.3e-06,commencing SVD factorization of lambda-scaled JtQJ
14:07:49,6.7e-06,starting REDSVD
14:07:49,1.25e-05,retrieving REDSVD components
14:07:49,8.9e-06,triming REDSVD components to 2elements
14:07:49,7.4e-06,done REDSVD
14:07:49,6.8e-06,SVD factorization complete
14:07:49,7.65e-05,commencing linear algebra multiplication to compute ugrade
14:07:49,9.1e-06,S info: rows = 2: cols = 2: size = 4: nonzeros = 2Vt info: rows = 2: cols = 2: size = 4: nonzeros = 4
14:07:49,1.22e-05,U info: rows = 2: cols = 2: size = 4: nonzeros = 4
14:07:49,9.2e-06,jac info: rows = 26: cols = 2: size = 52: nonzeros = 52
14:07:49,1.87e-05,linear algebra multiplication to compute ugrade complete
14:07:49,1.43e-05,commencing check of parameter bounds
14:07:49,8.4e-06,limiting out of bounds pars
14:07:49,1.44e-05,change limit/bound enforement for lambda 1: ,, scaling factor: 1
14:07:49,7.6e-06,checking for denormal floating point values
14:07:49,7.8e-06,transforming upgrade pars to model pars
14:07:49,1.38e-05,writing upgrade vector to csv file
14:07:49,0.0011981,beginning upgrade vector calculations, lambda = 10
14:07:49,0.000181,commencing calculation of upgrade vector
14:07:49,0.0014113,forming JtQJ matrix
14:07:49,2.03e-05,commencing to scale JtQJ matrix- first SVD...
14:07:49,8.7e-06,starting REDSVD
14:07:49,1.47e-05,retrieving REDSVD components
14:07:49,1.03e-05,triming REDSVD components to 2elements
