,org_file,model_file,use_cols,index_cols,fmt,sep,head_rows,upper_bound,lower_bound,operator,mlt_file,zone_file,fac_file,pp_file,pp_fill_value,pp_lower_limit,pp_upper_limit,zero_based
46,org/freyberg6.rch_recharge_11.txt,freyberg6.rch_recharge_11.txt,,,free,,0,0.0002,2e-05,m,mult/rch_recharge_1gr_inst0_grid.csv,rch_recharge_1gr_inst0_grid.csv.zone,,,,,,False
47,org/freyberg6.rch_recharge_12.txt,freyberg6.rch_recharge_12.txt,,,free,,0,0.0002,2e-05,m,mult/rch_recharge_1gr_inst0_grid.csv,rch_recharge_1gr_inst0_grid.csv.zone,,,,,,False
48,org/freyberg6.rch_recharge_13.txt,freyberg6.rch_recharge_13.txt,,,free,,0,0.0002,2e-05,m,mult/rch_recharge_1gr_inst0_grid.csv,rch_recharge_1gr_inst0_grid.csv.zone,,,,,,False
49,org/freyberg6.rch_recharge_14.txt,freyberg6.rch_recharge_14.txt,,,free,,0,0.0002,2e-05,m,mult/rch_recharge_1gr_inst0_grid.csv,rch_recharge_1gr_inst0_grid.csv.zone,,,,,,False
50,org/freyberg6.rch_recharge_15.txt,freyberg6.rch_recharge_15.txt,,,free,,0,0.0002,2e-05,m,mult/rch_recharge_1gr_inst0_grid.csv,rch_recharge_1gr_inst0_grid.csv.zone,,,,,,False
51,org/freyberg6.rch_recharge_16.txt,freyberg6.rch_recharge_16.txt,,,free,,0,0.0002,2e-05,m,mult/rch_recharge_1gr_inst0_grid.csv,rch_recharge_1gr_inst0_grid.csv.zone,,,,,,False
52,org/freyberg6.rch_recharge_17.txt,freyberg6.rch_recharge_17.txt,,,free,,0,0.0002,2e-05,m,mult/rch_recharge_1gr_inst0_grid.csv,rch_recharge_1gr_inst0_grid.csv.zone,,,,,,False
53,org/freyberg6.rch_recharge_18.txt,freyberg6.rch_recharge_18.txt,,,free,,0,0.0002,2e-05,m,mult/rch_recharge_1gr_inst0_grid.csv,rch_recharge_1gr_inst0_grid.csv.zone,,,,,,False
54,org/freyberg6.rch_recharge_19.txt,freyberg6.rch_recharge_19.txt,,,free,,0,0.0002,2e-05,m,mult/rch_recharge_1gr_inst0_grid.csv,rch_recharge_1gr_inst0_grid.csv.zone,,,,,,False
55,org/freyberg6.rch_recharge_20.txt,freyberg6.rch_recharge_20.txt,,,free,,0,0.0002,2e-05,m,mult/rch_recharge_1gr_inst0_grid.csv,rch_recharge_1gr_inst0_grid.csv.zone,,,,,,False
56,org/freyberg6.rch_recharge_21.txt,freyberg6.rch_recharge_21.txt,,,free,,0,0.0002,2e-05,m,mult/rch_recharge_1gr_inst0_grid.csv,rch_recharge_1gr_inst0_grid.csv.zone,,,,,,False
57,org/freyberg6.rch_recharge_22.txt,freyberg6.rch_recharge_22.txt,,,free,,0,0.0002,2e-05,m,mult/rch_recharge_1gr_inst0_grid.csv,rch_recharge_1gr_inst0_grid.csv.zone,,,,,,False
58,org/freyberg6.rch_recharge_23.txt,freyberg6.rch_recharge_23.txt,,,free,,0,0.0002,2e-05,m,mult/rch_recharge_1gr_inst0_grid.csv,rch_recharge_1gr_inst0_grid.csv.zone,,,,,,False
59,org/freyberg6.rch_recharge_24.txt,freyberg6.rch_recharge_24.txt,,,free,,0,0.0002,2e-05,m,mult/rch_recharge_1gr_inst0_grid.csv,rch_recharge_1gr_inst0_grid.csv.zone,,,,,,False
60,org/freyberg6.rch_recharge_25.txt,freyberg6.rch_recharge_25.txt,,,free,,0,0.0002,2e-05,m,mult/rch_recharge_1gr_inst0_grid.csv,rch_recharge_1gr_inst0_grid.csv.zone,,,,,,False
61,org/freyberg6.rch_recharge_1.txt,freyberg6.rch_recharge_1.txt,,,free,,0,0.0002,2e-05,m,mult/rch_recharge_1pp_inst0_pilotpoints.csv,rch_recharge_1pp_inst0pp.dat.zone,npfklayer1pp_inst0pp.fac,rch_recharge_1pp_inst0pp.dat,1.0,1e-10,10000000000.0,False
62,org/freyberg6.rch_recharge_2.txt,freyberg6.rch_recharge_2.txt,,,free,,0,0.0002,2e-05,m,mult/rch_recharge_1pp_inst0_pilotpoints.csv,rch_recharge_1pp_inst0pp.dat.zone,npfklayer1pp_inst0pp.fac,rch_recharge_1pp_inst0pp.dat,1.0,1e-10,10000000000.0,False
63,org/freyberg6.rch_recharge_3.txt,freyberg6.rch_recharge_3.txt,,,free,,0,0.0002,2e-05,m,mult/rch_recharge_1pp_inst0_pilotpoints.csv,rch_recharge_1pp_inst0pp.dat.zone,npfklayer1pp_inst0pp.fac,rch_recharge_1pp_inst0pp.dat,1.0,1e-10,10000000000.0,False
64,org/freyberg6.rch_recharge_4.txt,freyberg6.rch_recharge_4.txt,,,free,,0,0.0002,2e-05,m,mult/rch_recharge_1pp_inst0_pilotpoints.csv,rch_recharge_1pp_inst0pp.dat.zone,npfklayer1pp_inst0pp.fac,rch_recharge_1pp_inst0pp.dat,1.0,1e-10,10000000000.0,False
65,org/freyberg6.rch_recharge_5.txt,freyberg6.rch_recharge_5.txt,,,free,,0,0.0002,2e-05,m,mult/rch_recharge_1pp_inst0_pilotpoints.csv,rch_recharge_1pp_inst0pp.dat.zone,npfklayer1pp_inst0pp.fac,rch_recharge_1pp_inst0pp.dat,1.0,1e-10,10000000000.0,False
66,org/freyberg6.rch_recharge_6.txt,freyberg6.rch_recharge_6.txt,,,free,,0,0.0002,2e-05,m,mult/rch_recharge_1pp_inst0_pilotpoints.csv,rch_recharge_1pp_inst0pp.dat.zone,npfklayer1pp_inst0pp.fac,rch_recharge_1pp_inst0pp.dat,1.0,1e-10,10000000000.0,False
67,org/freyberg6.rch_recharge_7.txt,freyberg6.rch_recharge_7.txt,,,free,,0,0.0002,2e-05,m,mult/rch_recharge_1pp_inst0_pilotpoints.csv,rch_recharge_1pp_inst0pp.dat.zone,npfklayer1pp_inst0pp.fac,rch_recharge_1pp_inst0pp.dat,1.0,1e-10,10000000000.0,False
68,org/freyberg6.rch_recharge_8.txt,freyberg6.rch_recharge_8.txt,,,free,,0,0.0002,2e-05,m,mult/rch_recharge_1pp_inst0_pilotpoints.csv,rch_recharge_1pp_inst0pp.dat.zone,npfklayer1pp_inst0pp.fac,rch_recharge_1pp_inst0pp.dat,1.0,1e-10,10000000000.0,False
69,org/freyberg6.rch_recharge_9.txt,freyberg6.rch_recharge_9.txt,,,free,,0,0.0002,2e-05,m,mult/rch_recharge_1pp_inst0_pilotpoints.csv,rch_recharge_1pp_inst0pp.dat.zone,npfklayer1pp_inst0pp.fac,rch_recharge_1pp_inst0pp.dat,1.0,1e-10,10000000000.0,False
70,org/freyberg6.rch_recharge_10.txt,freyberg6.rch_recharge_10.txt,,,free,,0,0.0002,2e-05,m,mult/rch_recharge_1pp_inst0_pilotpoints.csv,rch_recharge_1pp_inst0pp.dat.zone,npfklayer1pp_inst0pp.fac,rch_recharge_1pp_inst0pp.dat,1.0,1e-10,10000000000.0,False
71,org/freyberg6.rch_recharge_11.txt,freyberg6.rch_recharge_11.txt,,,free,,0,0.0002,2e-05,m,mult/rch_recharge_1pp_inst0_pilotpoints.csv,rch_recharge_1pp_inst0pp.dat.zone,npfklayer1pp_inst0pp.fac,rch_recharge_1pp_inst0pp.dat,1.0,1e-10,10000000000.0,False
72,org/freyberg6.rch_recharge_12.txt,freyberg6.rch_recharge_12.txt,,,free,,0,0.0002,2e-05,m,mult/rch_recharge_1pp_inst0_pilotpoints.csv,rch_recharge_1pp_inst0pp.dat.zone,npfklayer1pp_inst0pp.fac,rch_recharge_1pp_inst0pp.dat,1.0,1e-10,10000000000.0,False
73,org/freyberg6.rch_recharge_13.txt,freyberg6.rch_recharge_13.txt,,,free,,0,0.0002,2e-05,m,mult/rch_recharge_1pp_inst0_pilotpoints.csv,rch_recharge_1pp_inst0pp.dat.zone,npfklayer1pp_inst0pp.fac,rch_recharge_1pp_inst0pp.dat,1.0,1e-10,10000000000.0,False
74,org/freyberg6.rch_recharge_14.txt,freyberg6.rch_recharge_14.txt,,,free,,0,0.0002,2e-05,m,mult/rch_recharge_1pp_inst0_pilotpoints.csv,rch_recharge_1pp_inst0pp.dat.zone,npfklayer1pp_inst0pp.fac,rch_recharge_1pp_inst0pp.dat,1.0,1e-10,10000000000.0,False
75,org/freyberg6.rch_recharge_15.txt,freyberg6.rch_recharge_15.txt,,,free,,0,0.0002,2e-05,m,mult/rch_recharge_1pp_inst0_pilotpoints.csv,rch_recharge_1pp_inst0pp.dat.zone,npfklayer1pp_inst0pp.fac,rch_recharge_1pp_inst0pp.dat,1.0,1e-10,10000000000.0,False
76,org/freyberg6.rch_recharge_16.txt,freyberg6.rch_recharge_16.txt,,,free,,0,0.0002,2e-05,m,mult/rch_recharge_1pp_inst0_pilotpoints.csv,rch_recharge_1pp_inst0pp.dat.zone,npfklayer1pp_inst0pp.fac,rch_recharge_1pp_inst0pp.dat,1.0,1e-10,10000000000.0,False
77,org/freyberg6.rch_recharge_17.txt,freyberg6.rch_recharge_17.txt,,,free,,0,0.0002,2e-05,m,mult/rch_recharge_1pp_inst0_pilotpoints.csv,rch_recharge_1pp_inst0pp.dat.zone,npfklayer1pp_inst0pp.fac,rch_recharge_1pp_inst0pp.dat,1.0,1e-10,10000000000.0,False
78,org/freyberg6.rch_recharge_18.txt,freyberg6.rch_recharge_18.txt,,,free,,0,0.0002,2e-05,m,mult/rch_recharge_1pp_inst0_pilotpoints.csv,rch_recharge_1pp_inst0pp.dat.zone,npfklayer1pp_inst0pp.fac,rch_recharge_1pp_inst0pp.dat,1.0,1e-10,10000000000.0,False
79,org/freyberg6.rch_recharge_19.txt,freyberg6.rch_recharge_19.txt,,,free,,0,0.0002,2e-05,m,mult/rch_recharge_1pp_inst0_pilotpoints.csv,rch_recharge_1pp_inst0pp.dat.zone,npfklayer1pp_inst0pp.fac,rch_recharge_1pp_inst0pp.dat,1.0,1e-10,10000000000.0,False
80,org/freyberg6.rch_recharge_20.txt,freyberg6.rch_recharge_20.txt,,,free,,0,0.0002,2e-05,m,mult/rch_recharge_1pp_inst0_pilotpoints.csv,rch_recharge_1pp_inst0pp.dat.zone,npfklayer1pp_inst0pp.fac,rch_recharge_1pp_inst0pp.dat,1.0,1e-10,10000000000.0,False
81,org/freyberg6.rch_recharge_21.txt,freyberg6.rch_recharge_21.txt,,,free,,0,0.0002,2e-05,m,mult/rch_recharge_1pp_inst0_pilotpoints.csv,rch_recharge_1pp_inst0pp.dat.zone,npfklayer1pp_inst0pp.fac,rch_recharge_1pp_inst0pp.dat,1.0,1e-10,10000000000.0,False
82,org/freyberg6.rch_recharge_22.txt,freyberg6.rch_recharge_22.txt,,,free,,0,0.0002,2e-05,m,mult/rch_recharge_1pp_inst0_pilotpoints.csv,rch_recharge_1pp_inst0pp.dat.zone,npfklayer1pp_inst0pp.fac,rch_recharge_1pp_inst0pp.dat,1.0,1e-10,10000000000.0,False
83,org/freyberg6.rch_recharge_23.txt,freyberg6.rch_recharge_23.txt,,,free,,0,0.0002,2e-05,m,mult/rch_recharge_1pp_inst0_pilotpoints.csv,rch_recharge_1pp_inst0pp.dat.zone,npfklayer1pp_inst0pp.fac,rch_recharge_1pp_inst0pp.dat,1.0,1e-10,10000000000.0,False
84,org/freyberg6.rch_recharge_24.txt,freyberg6.rch_recharge_24.txt,,,free,,0,0.0002,2e-05,m,mult/rch_recharge_1pp_inst0_pilotpoints.csv,rch_recharge_1pp_inst0pp.dat.zone,npfklayer1pp_inst0pp.fac,rch_recharge_1pp_inst0pp.dat,1.0,1e-10,10000000000.0,False
85,org/freyberg6.rch_recharge_25.txt,freyberg6.rch_recharge_25.txt,,,free,,0,0.0002,2e-05,m,mult/rch_recharge_1pp_inst0_pilotpoints.csv,rch_recharge_1pp_inst0pp.dat.zone,npfklayer1pp_inst0pp.fac,rch_recharge_1pp_inst0pp.dat,1.0,1e-10,10000000000.0,False
86,org/freyberg6.rch_recharge_1.txt,freyberg6.rch_recharge_1.txt,,,free,,0,0.0002,2e-05,m,mult/rch_recharge_1tcn_inst0_constant.csv,rch_recharge_1tcn_inst0_constant.csv.zone,,,,,,False
87,org/freyberg6.rch_recharge_2.txt,freyberg6.rch_recharge_2.txt,,,free,,0,0.0002,2e-05,m,mult/rch_recharge_2tcn_inst0_constant.csv,rch_recharge_2tcn_inst0_constant.csv.zone,,,,,,False
88,org/freyberg6.rch_recharge_3.txt,freyberg6.rch_recharge_3.txt,,,free,,0,0.0002,2e-05,m,mult/rch_recharge_3tcn_inst0_constant.csv,rch_recharge_3tcn_inst0_constant.csv.zone,,,,,,False
89,org/freyberg6.rch_recharge_4.txt,freyberg6.rch_recharge_4.txt,,,free,,0,0.0002,2e-05,m,mult/rch_recharge_4tcn_inst0_constant.csv,rch_recharge_4tcn_inst0_constant.csv.zone,,,,,,False
90,org/freyberg6.rch_recharge_5.txt,freyberg6.rch_recharge_5.txt,,,free,,0,0.0002,2e-05,m,mult/rch_recharge_5tcn_inst0_constant.csv,rch_recharge_5tcn_inst0_constant.csv.zone,,,,,,False
91,org/freyberg6.rch_recharge_6.txt,freyberg6.rch_recharge_6.txt,,,free,,0,0.0002,2e-05,m,mult/rch_recharge_6tcn_inst0_constant.csv,rch_recharge_6tcn_inst0_constant.csv.zone,,,,,,False
92,org/freyberg6.rch_recharge_7.txt,freyberg6.rch_recharge_7.txt,,,free,,0,0.0002,2e-05,m,mult/rch_recharge_7tcn_inst0_constant.csv,rch_recharge_7tcn_inst0_constant.csv.zone,,,,,,False
93,org/freyberg6.rch_recharge_8.txt,freyberg6.rch_recharge_8.txt,,,free,,0,0.0002,2e-05,m,mult/rch_recharge_8tcn_inst0_constant.csv,rch_recharge_8tcn_inst0_constant.csv.zone,,,,,,False
94,org/freyberg6.rch_recharge_9.txt,freyberg6.rch_recharge_9.txt,,,free,,0,0.0002,2e-05,m,mult/rch_recharge_9tcn_inst0_constant.csv,rch_recharge_9tcn_inst0_constant.csv.zone,,,,,,False
95,org/freyberg6.rch_recharge_10.txt,freyberg6.rch_recharge_10.txt,,,free,,0,0.0002,2e-05,m,mult/rch_recharge_10tcn_inst0_constant.csv,rch_recharge_10tcn_inst0_constant.csv.zone,,,,,,False
96,org/freyberg6.rch_recharge_11.txt,freyberg6.rch_recharge_11.txt,,,free,,0,0.0002,2e-05,m,mult/rch_recharge_11tcn_inst0_constant.csv,rch_recharge_11tcn_inst0_constant.csv.zone,,,,,,False
97,org/freyberg6.rch_recharge_12.txt,freyberg6.rch_recharge_12.txt,,,free,,0,0.0002,2e-05,m,mult/rch_recharge_12tcn_inst0_constant.csv,rch_recharge_12tcn_inst0_constant.csv.zone,,,,,,False
98,org/freyberg6.rch_recharge_13.txt,freyberg6.rch_recharge_13.txt,,,free,,0,0.0002,2e-05,m,mult/rch_recharge_13tcn_inst0_constant.csv,rch_recharge_13tcn_inst0_constant.csv.zone,,,,,,False
99,org/freyberg6.rch_recharge_14.txt,freyberg6.rch_recharge_14.txt,,,free,,0,0.0002,2e-05,m,mult/rch_recharge_14tcn_inst0_constant.csv,rch_recharge_14tcn_inst0_constant.csv.zone,,,,,,False
100,org/freyberg6.rch_recharge_15.txt,freyberg6.rch_recharge_15.txt,,,free,,0,0.0002,2e-05,m,mult/rch_recharge_15tcn_inst0_constant.csv,rch_recharge_15tcn_inst0_constant.csv.zone,,,,,,False
101,org/freyberg6.rch_recharge_16.txt,freyberg6.rch_recharge_16.txt,,,free,,0,0.0002,2e-05,m,mult/rch_recharge_16tcn_inst0_constant.csv,rch_recharge_16tcn_inst0_constant.csv.zone,,,,,,False
102,org/freyberg6.rch_recharge_17.txt,freyberg6.rch_recharge_17.txt,,,free,,0,0.0002,2e-05,m,mult/rch_recharge_17tcn_inst0_constant.csv,rch_recharge_17tcn_inst0_constant.csv.zone,,,,,,False
103,org/freyberg6.rch_recharge_18.txt,freyberg6.rch_recharge_18.txt,,,free,,0,0.0002,2e-05,m,mult/rch_recharge_18tcn_inst0_constant.csv,rch_recharge_18tcn_inst0_constant.csv.zone,,,,,,False
104,org/freyberg6.rch_recharge_19.txt,freyberg6.rch_recharge_19.txt,,,free,,0,0.0002,2e-05,m,mult/rch_recharge_19tcn_inst0_constant.csv,rch_recharge_19tcn_inst0_constant.csv.zone,,,,,,False
